,L_2YR_BUNDLE
2018-03-12 12:46:00,-34301.227111
2018-03-12 12:47:00,-34301.227111
2018-03-12 12:48:00,-34550.3353435
2018-03-12 12:49:00,-34550.3353435
2018-03-12 12:50:00,-34550.3353435
2018-03-12 12:51:00,-34550.3353435
2018-03-12 12:52:00,-34550.3353435
2018-03-12 12:53:00,-34550.3353435
2018-03-12 12:54:00,-34550.3353435
2018-03-12 12:55:00,-34550.3353435
2018-03-12 12:56:00,-34550.3353435
2018-03-12 12:57:00,-34550.3353435
2018-03-12 12:58:00,-34550.3353435
2018-03-12 12:59:00,-34550.3353435
2018-03-13 02:29:00,-35359.9271348
2018-03-13 02:30:00,-35359.9271348
2018-03-13 02:31:00,-35359.9271348
2018-03-13 02:32:00,-35359.9271348
2018-03-13 02:33:00,-35359.9271348
2018-03-13 02:34:00,-35484.481251
2018-03-13 02:35:00,-35609.0353673
2018-03-13 02:36:00,-35609.0353673
2018-03-13 02:37:00,-35609.0353673
2018-03-13 02:38:00,-35609.0353673
2018-03-13 02:39:00,-35609.0353673
2018-03-13 02:40:00,-35609.0353673
2018-03-13 02:41:00,-35484.481251
2018-03-13 02:42:00,-35484.481251
2018-03-13 02:43:00,-35609.0353673
2018-03-13 02:44:00,-35609.0353673
2018-03-13 02:45:00,-35484.481251
2018-03-13 02:46:00,-35484.481251
2018-03-13 02:47:00,-35484.481251
2018-03-13 02:48:00,-35484.481251
2018-03-13 02:49:00,-35484.481251
2018-03-13 02:50:00,-35484.481251
2018-03-13 02:51:00,-35484.481251
2018-03-13 02:52:00,-35484.481251
2018-03-13 02:53:00,-35484.481251
2018-03-13 02:54:00,-35484.481251
2018-03-13 02:55:00,-35609.0353673
2018-03-13 02:56:00,-35609.0353673
2018-03-13 02:57:00,-35609.0353673
2018-03-13 02:58:00,-35484.481251
2018-03-13 02:59:00,-35609.0353673
2018-03-13 03:00:00,-35484.481251
2018-03-13 03:01:00,-35484.481251
2018-03-13 03:02:00,-35484.481251
2018-03-13 03:03:00,-35359.9271348
2018-03-13 03:04:00,-35484.481251
2018-03-13 03:05:00,-35484.481251
2018-03-13 03:06:00,-35484.481251
2018-03-13 03:07:00,-35484.481251
2018-03-13 03:08:00,-35484.481251
2018-03-13 03:09:00,-35609.0353673
2018-03-13 03:10:00,-35484.481251
2018-03-13 03:11:00,-35484.481251
2018-03-13 03:12:00,-35484.481251
2018-03-13 03:13:00,-35484.481251
2018-03-13 03:14:00,-35484.481251
2018-03-13 03:15:00,-35484.481251
2018-03-13 03:16:00,-35484.481251
2018-03-13 03:17:00,-35484.481251
2018-03-13 03:18:00,-35359.9271348
2018-03-13 03:19:00,-35484.481251
2018-03-13 03:20:00,-35484.481251
2018-03-13 03:21:00,-35484.481251
2018-03-13 03:22:00,-35609.0353673
2018-03-13 03:23:00,-35609.0353673
2018-03-13 03:24:00,-35609.0353673
2018-03-13 03:25:00,-35609.0353673
2018-03-13 03:26:00,-35484.481251
2018-03-13 03:27:00,-35484.481251
2018-03-13 03:28:00,-35484.481251
2018-03-13 03:29:00,-35359.9271348
2018-03-13 03:30:00,-35359.9271348
2018-03-13 03:31:00,-35359.9271348
2018-03-13 03:32:00,-35359.9271348
2018-03-13 03:33:00,-35110.8189023
2018-03-13 03:34:00,-35110.8189023
2018-03-13 03:35:00,-35110.8189023
2018-03-13 03:36:00,-35110.8189023
2018-03-13 03:37:00,-35110.8189023
2018-03-13 03:38:00,-35110.8189023
2018-03-13 03:39:00,-35110.8189023
2018-03-13 03:40:00,-35110.8189023
2018-03-13 03:41:00,-35235.3730185
2018-03-13 03:42:00,-35235.3730185
2018-03-13 03:43:00,-35235.3730185
2018-03-13 03:44:00,-35235.3730185
2018-03-13 03:45:00,-35235.3730185
2018-03-13 03:46:00,-35235.3730185
2018-03-13 03:47:00,-35235.3730185
2018-03-13 03:48:00,-35484.481251
2018-03-13 03:49:00,-35609.0353673
2018-03-13 03:50:00,-35609.0353673
2018-03-13 03:51:00,-35609.0353673
2018-03-13 03:52:00,-35609.0353673
2018-03-13 03:53:00,-35609.0353673
2018-03-13 03:54:00,-35609.0353673
2018-03-13 03:55:00,-35609.0353673
2018-03-13 03:56:00,-35609.0353673
2018-03-13 03:57:00,-35609.0353673
2018-03-13 03:58:00,-35609.0353673
2018-03-13 03:59:00,-35609.0353673
2018-03-13 04:00:00,-35609.0353673
2018-03-13 04:01:00,-35484.481251
2018-03-13 04:02:00,-35484.481251
2018-03-13 04:03:00,-35484.481251
2018-03-13 04:04:00,-35484.481251
2018-03-13 04:05:00,-35484.481251
2018-03-13 04:06:00,-35484.481251
2018-03-13 04:07:00,-35484.481251
2018-03-13 04:08:00,-35484.481251
2018-03-13 04:09:00,-35359.9271348
2018-03-13 04:10:00,-35484.481251
2018-03-13 04:11:00,-35359.9271348
2018-03-13 04:12:00,-35359.9271348
2018-03-13 04:13:00,-35484.481251
2018-03-13 04:14:00,-35484.481251
2018-03-13 04:15:00,-35359.9271348
2018-03-13 04:16:00,-35359.9271348
2018-03-13 04:17:00,-35359.9271348
2018-03-13 04:18:00,-35110.8189023
2018-03-13 04:19:00,-35110.8189023
2018-03-13 04:20:00,-35359.9271348
2018-03-13 04:21:00,-35359.9271348
2018-03-13 04:22:00,-35359.9271348
2018-03-13 04:23:00,-35484.481251
2018-03-13 04:24:00,-35359.9271348
2018-03-13 04:25:00,-35359.9271348
2018-03-13 04:26:00,-35359.9271348
2018-03-13 04:27:00,-35484.481251
2018-03-13 04:28:00,-35359.9271348
2018-03-13 04:29:00,-35484.481251
2018-03-13 04:30:00,-35484.481251
2018-03-13 04:31:00,-35484.481251
2018-03-13 04:32:00,-35484.481251
2018-03-13 04:33:00,-35484.481251
2018-03-13 04:34:00,-35484.481251
2018-03-13 04:35:00,-35484.481251
2018-03-13 04:36:00,-35484.481251
2018-03-13 04:37:00,-35484.481251
2018-03-13 04:38:00,-35484.481251
2018-03-13 04:39:00,-35359.9271348
2018-03-13 04:40:00,-35484.481251
2018-03-13 04:41:00,-35484.481251
2018-03-13 04:42:00,-35484.481251
2018-03-13 04:43:00,-35484.481251
2018-03-13 04:44:00,-35484.481251
2018-03-13 04:45:00,-35484.481251
2018-03-13 04:46:00,-35484.481251
2018-03-13 04:47:00,-35484.481251
2018-03-13 04:48:00,-35484.481251
2018-03-13 04:49:00,-35235.3730185
2018-03-13 04:50:00,-35235.3730185
2018-03-13 04:51:00,-35235.3730185
2018-03-13 04:52:00,-35484.481251
2018-03-13 04:53:00,-35359.9271348
2018-03-13 04:54:00,-35484.481251
2018-03-13 04:55:00,-35484.481251
2018-03-13 04:56:00,-35484.481251
2018-03-13 04:57:00,-35359.9271348
2018-03-13 04:58:00,-35359.9271348
2018-03-13 04:59:00,-35235.3730185
2018-03-13 05:00:00,-35235.3730185
2018-03-13 05:01:00,-35235.3730185
2018-03-13 05:02:00,-35235.3730185
2018-03-13 05:03:00,-35235.3730185
2018-03-13 05:04:00,-35235.3730185
2018-03-13 05:05:00,-35359.9271348
2018-03-13 05:06:00,-35359.9271348
2018-03-13 05:07:00,-35359.9271348
2018-03-13 05:08:00,-35359.9271348
2018-03-13 05:09:00,-35359.9271348
2018-03-13 05:10:00,-35359.9271348
2018-03-13 05:11:00,-35359.9271348
2018-03-13 05:12:00,-35359.9271348
2018-03-13 05:13:00,-35235.3730185
2018-03-13 05:14:00,-35235.3730185
2018-03-13 05:15:00,-35235.3730185
2018-03-13 05:16:00,-35235.3730185
2018-03-13 05:17:00,-35235.3730185
2018-03-13 05:18:00,-35235.3730185
2018-03-13 05:19:00,-35235.3730185
2018-03-13 05:20:00,-35359.9271348
2018-03-13 05:21:00,-35359.9271348
2018-03-13 05:22:00,-35359.9271348
2018-03-13 05:23:00,-35359.9271348
2018-03-13 05:24:00,-35359.9271348
2018-03-13 05:25:00,-35235.3730185
2018-03-13 05:26:00,-35359.9271348
2018-03-13 05:27:00,-35359.9271348
2018-03-13 05:28:00,-35359.9271348
2018-03-13 05:29:00,-35359.9271348
2018-03-13 05:30:00,-35359.9271348
2018-03-13 05:31:00,-35359.9271348
2018-03-13 05:32:00,-35359.9271348
2018-03-13 05:33:00,-35359.9271348
2018-03-13 05:34:00,-35235.3730185
2018-03-13 05:35:00,-35235.3730185
2018-03-13 05:36:00,-35359.9271348
2018-03-13 05:37:00,-35359.9271348
2018-03-13 05:38:00,-35359.9271348
2018-03-13 05:39:00,-35359.9271348
2018-03-13 05:40:00,-35359.9271348
2018-03-13 05:41:00,-35359.9271348
2018-03-13 05:42:00,-35359.9271348
2018-03-13 05:43:00,-35359.9271348
2018-03-13 05:44:00,-35484.481251
2018-03-13 05:45:00,-35484.481251
2018-03-13 05:46:00,-35359.9271348
2018-03-13 05:47:00,-35359.9271348
2018-03-13 05:48:00,-35235.3730185
2018-03-13 05:49:00,-35235.3730185
2018-03-13 05:50:00,-35235.3730185
2018-03-13 05:51:00,-35235.3730185
2018-03-13 05:52:00,-35235.3730185
2018-03-13 05:53:00,-35235.3730185
2018-03-13 05:54:00,-35235.3730185
2018-03-13 05:55:00,-35235.3730185
2018-03-13 05:56:00,-35235.3730185
2018-03-13 05:57:00,-35235.3730185
2018-03-13 05:58:00,-35235.3730185
2018-03-13 05:59:00,-35235.3730185
2018-03-13 06:00:00,-35235.3730185
2018-03-13 06:01:00,-35235.3730185
2018-03-13 06:02:00,-35235.3730185
2018-03-13 06:03:00,-35235.3730185
2018-03-13 06:04:00,-35235.3730185
2018-03-13 06:05:00,-35235.3730185
2018-03-13 06:06:00,-35235.3730185
2018-03-13 06:07:00,-35359.9271348
2018-03-13 06:08:00,-35359.9271348
2018-03-13 06:09:00,-35359.9271348
2018-03-13 06:10:00,-35359.9271348
2018-03-13 06:11:00,-35359.9271348
2018-03-13 06:12:00,-35359.9271348
2018-03-13 06:13:00,-35110.8189023
2018-03-13 06:14:00,-35235.3730185
2018-03-13 06:15:00,-35235.3730185
2018-03-13 06:16:00,-35359.9271348
2018-03-13 06:17:00,-35110.8189023
2018-03-13 06:18:00,-35235.3730185
2018-03-13 06:19:00,-35235.3730185
2018-03-13 06:20:00,-35235.3730185
2018-03-13 06:21:00,-35235.3730185
2018-03-13 06:22:00,-34986.264786
2018-03-13 06:23:00,-34986.264786
2018-03-13 06:24:00,-34986.264786
2018-03-13 06:25:00,-34986.264786
2018-03-13 06:26:00,-34986.264786
2018-03-13 06:27:00,-34986.264786
2018-03-13 06:28:00,-34986.264786
2018-03-13 06:29:00,-34986.264786
2018-03-13 06:30:00,-34986.264786
2018-03-13 06:31:00,-34986.264786
2018-03-13 06:32:00,-34986.264786
2018-03-13 06:33:00,-35110.8189023
2018-03-13 06:34:00,-35110.8189023
2018-03-13 06:35:00,-35110.8189023
2018-03-13 06:36:00,-34986.264786
2018-03-13 06:37:00,-34986.264786
2018-03-13 06:38:00,-34986.264786
2018-03-13 06:39:00,-34986.264786
2018-03-13 06:40:00,-34986.264786
2018-03-13 06:41:00,-34986.264786
2018-03-13 06:42:00,-34986.264786
2018-03-13 06:43:00,-34861.7106698
2018-03-13 06:44:00,-34737.1565535
2018-03-13 06:45:00,-34737.1565535
2018-03-13 06:46:00,-34737.1565535
2018-03-13 06:47:00,-34737.1565535
2018-03-13 06:48:00,-34737.1565535
2018-03-13 06:49:00,-34737.1565535
2018-03-13 06:50:00,-34737.1565535
2018-03-13 06:51:00,-34737.1565535
2018-03-13 06:52:00,-34737.1565535
2018-03-13 06:53:00,-34737.1565535
2018-03-13 06:54:00,-34737.1565535
2018-03-13 06:55:00,-34737.1565535
2018-03-13 06:56:00,-34737.1565535
2018-03-13 06:57:00,-34737.1565535
2018-03-13 06:58:00,-34861.7106698
2018-03-13 06:59:00,-34986.264786
2018-03-13 07:00:00,-34986.264786
2018-03-13 07:01:00,-34986.264786
2018-03-13 07:02:00,-34986.264786
2018-03-13 07:03:00,-35110.8189023
2018-03-13 07:04:00,-35110.8189023
2018-03-13 07:05:00,-35110.8189023
2018-03-13 07:06:00,-35110.8189023
2018-03-13 07:07:00,-35110.8189023
2018-03-13 07:08:00,-35110.8189023
2018-03-13 07:09:00,-34986.264786
2018-03-13 07:10:00,-34986.264786
2018-03-13 07:11:00,-35110.8189023
2018-03-13 07:12:00,-35110.8189023
2018-03-13 07:13:00,-35359.9271348
2018-03-13 07:14:00,-35359.9271348
2018-03-13 07:15:00,-35359.9271348
2018-03-13 07:16:00,-34986.264786
2018-03-13 07:17:00,-35110.8189023
2018-03-13 07:18:00,-34986.264786
2018-03-13 07:19:00,-35110.8189023
2018-03-13 07:20:00,-35110.8189023
2018-03-13 07:21:00,-34986.264786
2018-03-13 07:22:00,-34986.264786
2018-03-13 07:23:00,-34986.264786
2018-03-13 07:24:00,-34986.264786
2018-03-13 07:25:00,-34986.264786
2018-03-13 07:26:00,-34986.264786
2018-03-13 07:27:00,-34986.264786
2018-03-13 07:28:00,-34986.264786
2018-03-13 07:29:00,-35235.3730185
2018-03-13 07:30:00,-35359.9271348
2018-03-13 07:31:00,-35359.9271348
2018-03-13 07:32:00,-35359.9271348
2018-03-13 07:33:00,-35110.8189023
2018-03-13 07:34:00,-34861.7106698
2018-03-13 07:35:00,-34861.7106698
2018-03-13 07:36:00,-34612.6024373
2018-03-13 07:37:00,-34986.264786
2018-03-13 07:38:00,-34861.7106698
2018-03-13 07:39:00,-34861.7106698
2018-03-13 07:40:00,-34861.7106698
2018-03-13 07:41:00,-34861.7106698
2018-03-13 07:42:00,-34612.6024373
2018-03-13 07:43:00,-34737.1565535
2018-03-13 07:44:00,-34861.7106698
2018-03-13 07:45:00,-34861.7106698
2018-03-13 07:46:00,-34612.6024373
2018-03-13 07:47:00,-34861.7106698
2018-03-13 07:48:00,-34861.7106698
2018-03-13 07:49:00,-34861.7106698
2018-03-13 07:50:00,-34612.6024373
2018-03-13 07:51:00,-34612.6024373
2018-03-13 07:52:00,-34612.6024373
2018-03-13 07:53:00,-34737.1565535
2018-03-13 07:54:00,-34612.6024373
2018-03-13 07:55:00,-34737.1565535
2018-03-13 07:56:00,-34861.7106698
2018-03-13 07:57:00,-34737.1565535
2018-03-13 07:58:00,-34737.1565535
2018-03-13 07:59:00,-34861.7106698
2018-03-13 08:00:00,-34861.7106698
2018-03-13 08:01:00,-34612.6024373
2018-03-13 08:02:00,-34612.6024373
2018-03-13 08:03:00,-34612.6024373
2018-03-13 08:04:00,-34363.4942048
2018-03-13 08:05:00,-34612.6024373
2018-03-13 08:06:00,-34612.6024373
2018-03-13 08:07:00,-34612.6024373
2018-03-13 08:08:00,-34612.6024373
2018-03-13 08:09:00,-34612.6024373
2018-03-13 08:10:00,-34488.048321
2018-03-13 08:11:00,-34612.6024373
2018-03-13 08:12:00,-34488.048321
2018-03-13 08:13:00,-34612.6024373
2018-03-13 08:14:00,-34363.4942048
2018-03-13 08:15:00,-34488.048321
2018-03-13 08:16:00,-34612.6024373
2018-03-13 08:17:00,-34612.6024373
2018-03-13 08:18:00,-34612.6024373
2018-03-13 08:19:00,-34612.6024373
2018-03-13 08:20:00,-34612.6024373
2018-03-13 08:21:00,-34612.6024373
2018-03-13 08:22:00,-34612.6024373
2018-03-13 08:23:00,-34363.4942048
2018-03-13 08:24:00,-34363.4942048
2018-03-13 08:25:00,-34488.048321
2018-03-13 08:26:00,-34488.048321
2018-03-13 08:27:00,-34363.4942048
2018-03-13 08:28:00,-34488.048321
2018-03-13 08:29:00,-34488.048321
2018-03-13 08:30:00,-34488.048321
2018-03-13 08:31:00,-34612.6024373
2018-03-13 08:32:00,-34612.6024373
2018-03-13 08:33:00,-34488.048321
2018-03-13 08:34:00,-34612.6024373
2018-03-13 08:35:00,-34488.048321
2018-03-13 08:36:00,-34488.048321
2018-03-13 08:37:00,-34488.048321
2018-03-13 08:38:00,-34488.048321
2018-03-13 08:39:00,-34488.048321
2018-03-13 08:40:00,-34363.4942048
2018-03-13 08:41:00,-34488.048321
2018-03-13 08:42:00,-34488.048321
2018-03-13 08:43:00,-34363.4942048
2018-03-13 08:44:00,-34363.4942048
2018-03-13 08:45:00,-34363.4942048
2018-03-13 08:46:00,-34363.4942048
2018-03-13 08:47:00,-34488.048321
2018-03-13 08:48:00,-34488.048321
2018-03-13 08:49:00,-34488.048321
2018-03-13 08:50:00,-34488.048321
2018-03-13 08:51:00,-34488.048321
2018-03-13 08:52:00,-34488.048321
2018-03-13 08:53:00,-34488.048321
2018-03-13 08:54:00,-34488.048321
2018-03-13 08:55:00,-34488.048321
2018-03-13 08:56:00,-34612.6024373
2018-03-13 08:57:00,-34612.6024373
2018-03-13 08:58:00,-34612.6024373
2018-03-13 08:59:00,-34488.048321
2018-03-13 09:00:00,-34488.048321
2018-03-13 09:01:00,-34488.048321
2018-03-13 09:02:00,-34612.6024373
2018-03-13 09:03:00,-34488.048321
2018-03-13 09:04:00,-34612.6024373
2018-03-13 09:05:00,-34612.6024373
2018-03-13 09:06:00,-34612.6024373
2018-03-13 09:07:00,-34612.6024373
2018-03-13 09:08:00,-34612.6024373
2018-03-13 09:09:00,-34612.6024373
2018-03-13 09:10:00,-34612.6024373
2018-03-13 09:11:00,-34737.1565535
2018-03-13 09:12:00,-34612.6024373
2018-03-13 09:13:00,-34737.1565535
2018-03-13 09:14:00,-34737.1565535
2018-03-13 09:15:00,-34861.7106698
2018-03-13 09:16:00,-34737.1565535
2018-03-13 09:17:00,-34861.7106698
2018-03-13 09:18:00,-34737.1565535
2018-03-13 09:19:00,-34737.1565535
2018-03-13 09:20:00,-34612.6024373
2018-03-13 09:21:00,-34612.6024373
2018-03-13 09:22:00,-34612.6024373
2018-03-13 09:23:00,-34737.1565535
2018-03-13 09:24:00,-34612.6024373
2018-03-13 09:25:00,-34737.1565535
2018-03-13 09:26:00,-34737.1565535
2018-03-13 09:27:00,-34612.6024373
2018-03-13 09:28:00,-34612.6024373
2018-03-13 09:29:00,-34737.1565535
2018-03-13 09:30:00,-34612.6024373
2018-03-13 09:31:00,-34737.1565535
2018-03-13 09:32:00,-34737.1565535
2018-03-13 09:33:00,-34737.1565535
2018-03-13 09:34:00,-34737.1565535
2018-03-13 09:35:00,-34737.1565535
2018-03-13 09:36:00,-34737.1565535
2018-03-13 09:37:00,-34737.1565535
2018-03-13 09:38:00,-34737.1565535
2018-03-13 09:39:00,-34737.1565535
2018-03-13 09:40:00,-34861.7106698
2018-03-13 09:41:00,-34861.7106698
2018-03-13 09:42:00,-34861.7106698
2018-03-13 09:43:00,-34861.7106698
2018-03-13 09:44:00,-34861.7106698
2018-03-13 09:45:00,-34737.1565535
2018-03-13 09:46:00,-34737.1565535
2018-03-13 09:47:00,-34737.1565535
2018-03-13 09:48:00,-34737.1565535
2018-03-13 09:49:00,-34737.1565535
2018-03-13 09:50:00,-34612.6024373
2018-03-13 09:51:00,-34612.6024373
2018-03-13 09:52:00,-34612.6024373
2018-03-13 09:53:00,-34612.6024373
2018-03-13 09:54:00,-34612.6024373
2018-03-13 09:55:00,-34612.6024373
2018-03-13 09:56:00,-34737.1565535
2018-03-13 09:57:00,-34737.1565535
2018-03-13 09:58:00,-34737.1565535
2018-03-13 09:59:00,-34737.1565535
2018-03-13 10:00:00,-34737.1565535
2018-03-13 10:01:00,-34737.1565535
2018-03-13 10:02:00,-34737.1565535
2018-03-13 10:03:00,-34737.1565535
2018-03-13 10:04:00,-34737.1565535
2018-03-13 10:05:00,-34737.1565535
2018-03-13 10:06:00,-34737.1565535
2018-03-13 10:07:00,-34737.1565535
2018-03-13 10:08:00,-34737.1565535
2018-03-13 10:09:00,-34737.1565535
2018-03-13 10:10:00,-34612.6024373
2018-03-13 10:11:00,-34737.1565535
2018-03-13 10:12:00,-34737.1565535
2018-03-13 10:13:00,-34612.6024373
2018-03-13 10:14:00,-34612.6024373
2018-03-13 10:15:00,-34612.6024373
2018-03-13 10:16:00,-34612.6024373
2018-03-13 10:17:00,-34488.048321
2018-03-13 10:18:00,-34612.6024373
2018-03-13 10:19:00,-34737.1565535
2018-03-13 10:20:00,-34737.1565535
2018-03-13 10:21:00,-34612.6024373
2018-03-13 10:22:00,-34612.6024373
2018-03-13 10:23:00,-34612.6024373
2018-03-13 10:24:00,-34737.1565535
2018-03-13 10:25:00,-34737.1565535
2018-03-13 10:26:00,-34612.6024373
2018-03-13 10:27:00,-34612.6024373
2018-03-13 10:28:00,-34488.048321
2018-03-13 10:29:00,-34612.6024373
2018-03-13 10:30:00,-34488.048321
2018-03-13 10:31:00,-34488.048321
2018-03-13 10:32:00,-34488.048321
2018-03-13 10:33:00,-34363.4942048
2018-03-13 10:34:00,-34363.4942048
2018-03-13 10:35:00,-34363.4942048
2018-03-13 10:36:00,-34363.4942048
2018-03-13 10:37:00,-34363.4942048
2018-03-13 10:38:00,-34363.4942048
2018-03-13 10:39:00,-34363.4942048
2018-03-13 10:40:00,-34363.4942048
2018-03-13 10:41:00,-34363.4942048
2018-03-13 10:42:00,-34363.4942048
2018-03-13 10:43:00,-34363.4942048
2018-03-13 10:44:00,-34363.4942048
2018-03-13 10:45:00,-34363.4942048
2018-03-13 10:46:00,-34363.4942048
2018-03-13 10:47:00,-34363.4942048
2018-03-13 10:48:00,-34363.4942048
2018-03-13 10:49:00,-34363.4942048
2018-03-13 10:50:00,-34363.4942048
2018-03-13 10:51:00,-34363.4942048
2018-03-13 10:52:00,-34363.4942048
2018-03-13 10:53:00,-34363.4942048
2018-03-13 10:54:00,-34363.4942048
2018-03-13 10:55:00,-34488.048321
2018-03-13 10:56:00,-34488.048321
2018-03-13 10:57:00,-34488.048321
2018-03-13 10:58:00,-34488.048321
2018-03-13 10:59:00,-34488.048321
2018-03-13 11:00:00,-34488.048321
2018-03-13 11:01:00,-34488.048321
2018-03-13 11:02:00,-34488.048321
2018-03-13 11:03:00,-34363.4942048
2018-03-13 11:04:00,-34238.9400885
2018-03-13 11:05:00,-34363.4942048
2018-03-13 11:06:00,-34363.4942048
2018-03-13 11:07:00,-34363.4942048
2018-03-13 11:08:00,-34363.4942048
2018-03-13 11:09:00,-34363.4942048
2018-03-13 11:10:00,-34363.4942048
2018-03-13 11:11:00,-34363.4942048
2018-03-13 11:12:00,-34363.4942048
2018-03-13 11:13:00,-34363.4942048
2018-03-13 11:14:00,-34363.4942048
2018-03-13 11:15:00,-34114.3859723
2018-03-13 11:16:00,-34238.9400885
2018-03-13 11:17:00,-34238.9400885
2018-03-13 11:18:00,-34238.9400885
2018-03-13 11:19:00,-34238.9400885
2018-03-13 11:20:00,-34238.9400885
2018-03-13 11:21:00,-34238.9400885
2018-03-13 11:22:00,-34238.9400885
2018-03-13 11:23:00,-34238.9400885
2018-03-13 11:24:00,-34238.9400885
2018-03-13 11:25:00,-34238.9400885
2018-03-13 11:26:00,-34114.3859723
2018-03-13 11:27:00,-34238.9400885
2018-03-13 11:28:00,-34238.9400885
2018-03-13 11:29:00,-34238.9400885
2018-03-13 11:30:00,-34238.9400885
2018-03-13 11:31:00,-34238.9400885
2018-03-13 11:32:00,-34238.9400885
2018-03-13 11:33:00,-34238.9400885
2018-03-13 11:34:00,-34238.9400885
2018-03-13 11:35:00,-34238.9400885
2018-03-13 11:36:00,-34238.9400885
2018-03-13 11:37:00,-34238.9400885
2018-03-13 11:38:00,-34238.9400885
2018-03-13 11:39:00,-34238.9400885
2018-03-13 11:40:00,-34238.9400885
2018-03-13 11:41:00,-34238.9400885
2018-03-13 11:42:00,-34238.9400885
2018-03-13 11:43:00,-34238.9400885
2018-03-13 11:44:00,-34238.9400885
2018-03-13 11:45:00,-34238.9400885
2018-03-13 11:46:00,-34238.9400885
2018-03-13 11:47:00,-34238.9400885
2018-03-13 11:48:00,-34238.9400885
2018-03-13 11:49:00,-34238.9400885
2018-03-13 11:50:00,-34238.9400885
2018-03-13 11:51:00,-34238.9400885
2018-03-13 11:52:00,-34238.9400885
2018-03-13 11:53:00,-34238.9400885
2018-03-13 11:54:00,-34238.9400885
2018-03-13 11:55:00,-34238.9400885
2018-03-13 11:56:00,-34238.9400885
2018-03-13 11:57:00,-34238.9400885
2018-03-13 11:58:00,-34238.9400885
2018-03-13 11:59:00,-34238.9400885
2018-03-13 12:00:00,-34238.9400885
2018-03-13 12:01:00,-34238.9400885
2018-03-13 12:02:00,-34363.4942048
2018-03-13 12:03:00,-33989.831856
2018-03-13 12:04:00,-33989.831856
2018-03-13 12:05:00,-33989.831856
2018-03-13 12:06:00,-33616.1695073
2018-03-13 12:07:00,-33616.1695073
2018-03-13 12:08:00,-33616.1695073
2018-03-13 12:09:00,-33616.1695073
2018-03-13 12:10:00,-33616.1695073
2018-03-13 12:11:00,-33616.1695073
2018-03-13 12:12:00,-33616.1695073
2018-03-13 12:13:00,-33616.1695073
2018-03-13 12:14:00,-33616.1695073
2018-03-13 12:15:00,-34114.3859723
2018-03-13 12:16:00,-34114.3859723
2018-03-13 12:17:00,-34114.3859723
2018-03-13 12:18:00,-34114.3859723
2018-03-13 12:19:00,-34114.3859723
2018-03-13 12:20:00,-34238.9400885
2018-03-13 12:21:00,-34238.9400885
2018-03-13 12:22:00,-34238.9400885
2018-03-13 12:23:00,-34238.9400885
2018-03-13 12:24:00,-34238.9400885
2018-03-13 12:25:00,-34238.9400885
2018-03-13 12:26:00,-34238.9400885
2018-03-13 12:27:00,-34238.9400885
2018-03-13 12:28:00,-34238.9400885
2018-03-13 12:29:00,-34238.9400885
2018-03-13 12:30:00,-34238.9400885
2018-03-13 12:31:00,-34238.9400885
2018-03-13 12:32:00,-34238.9400885
2018-03-13 12:33:00,-34238.9400885
2018-03-13 12:34:00,-34238.9400885
2018-03-13 12:35:00,-34238.9400885
2018-03-13 12:36:00,-34238.9400885
2018-03-13 12:37:00,-34238.9400885
